USA-road-t.USA.gr.out,123456789,1,23947347,29166672,8.047384,0.030656,cc,1
USA-road-t.USA.gr.out,123456790,1,23947347,29166672,8.042951,0.029685,cc,1
USA-road-t.USA.gr.out,123456791,1,23947347,29166672,8.058577,0.029760,cc,1
USA-road-t.USA.gr.out,123456792,1,23947347,29166672,8.041000,0.029724,cc,1
USA-road-t.USA.gr.out,123456793,1,23947347,29166672,8.033321,0.029669,cc,1
USA-road-t.USA.gr.out,123456794,1,23947347,29166672,8.048616,0.029733,cc,1
USA-road-t.USA.gr.out,123456795,1,23947347,29166672,8.049893,0.029706,cc,1
USA-road-t.USA.gr.out,123456796,1,23947347,29166672,8.046444,0.029752,cc,1
USA-road-t.USA.gr.out,123456797,1,23947347,29166672,8.053988,0.029742,cc,1
USA-road-t.USA.gr.out,123456798,1,23947347,29166672,8.042432,0.029685,cc,1
USA-road-t.USA.gr.out,123456799,1,23947347,29166672,8.046544,0.029819,cc,1
USA-road-t.USA.gr.out,123456800,1,23947347,29166672,8.053703,0.029815,cc,1
USA-road-t.USA.gr.out,123456801,1,23947347,29166672,8.032882,0.029686,cc,1
USA-road-t.USA.gr.out,123456802,1,23947347,29166672,8.042181,0.029713,cc,1
USA-road-t.USA.gr.out,123456803,1,23947347,29166672,8.051841,0.029817,cc,1
USA-road-t.USA.gr.out,123456804,1,23947347,29166672,8.053634,0.029640,cc,1
USA-road-t.USA.gr.out,123456805,1,23947347,29166672,8.056151,0.029584,cc,1
USA-road-t.USA.gr.out,123456806,1,23947347,29166672,8.052276,0.029780,cc,1
USA-road-t.USA.gr.out,123456807,1,23947347,29166672,8.053659,0.029674,cc,1
USA-road-t.USA.gr.out,123456808,1,23947347,29166672,8.006946,0.029633,cc,1
