USA-road-t.USA.gr.out,123456789,3,23947347,29166672,8.012248,0.063420,cc,1
USA-road-t.USA.gr.out,123456790,3,23947347,29166672,8.023993,0.057514,cc,1
USA-road-t.USA.gr.out,123456791,3,23947347,29166672,8.026162,0.063534,cc,1
USA-road-t.USA.gr.out,123456792,3,23947347,29166672,8.028213,0.065581,cc,1
USA-road-t.USA.gr.out,123456793,3,23947347,29166672,8.029253,0.065865,cc,1
USA-road-t.USA.gr.out,123456794,3,23947347,29166672,8.009589,0.057480,cc,1
USA-road-t.USA.gr.out,123456795,3,23947347,29166672,8.017741,0.064984,cc,1
USA-road-t.USA.gr.out,123456796,3,23947347,29166672,8.012592,0.061035,cc,1
USA-road-t.USA.gr.out,123456797,3,23947347,29166672,8.020119,0.059704,cc,1
USA-road-t.USA.gr.out,123456798,3,23947347,29166672,8.022680,0.065168,cc,1
USA-road-t.USA.gr.out,123456799,3,23947347,29166672,8.020486,0.063301,cc,1
USA-road-t.USA.gr.out,123456800,3,23947347,29166672,8.014194,0.060405,cc,1
USA-road-t.USA.gr.out,123456801,3,23947347,29166672,8.021367,0.066088,cc,1
USA-road-t.USA.gr.out,123456802,3,23947347,29166672,8.017183,0.059277,cc,1
USA-road-t.USA.gr.out,123456803,3,23947347,29166672,7.882378,0.066581,cc,1
USA-road-t.USA.gr.out,123456804,3,23947347,29166672,7.794690,0.064916,cc,1
USA-road-t.USA.gr.out,123456805,3,23947347,29166672,7.794613,0.064943,cc,1
USA-road-t.USA.gr.out,123456806,3,23947347,29166672,7.788088,0.065070,cc,1
USA-road-t.USA.gr.out,123456807,3,23947347,29166672,7.790595,0.064851,cc,1
USA-road-t.USA.gr.out,123456808,3,23947347,29166672,7.797409,0.064931,cc,1
