USA-road-t.USA.gr.out,123456789,4,23947347,29166672,7.788077,0.075688,cc,1
USA-road-t.USA.gr.out,123456790,4,23947347,29166672,7.798035,0.076735,cc,1
USA-road-t.USA.gr.out,123456791,4,23947347,29166672,7.796735,0.077918,cc,1
USA-road-t.USA.gr.out,123456792,4,23947347,29166672,7.789925,0.077956,cc,1
USA-road-t.USA.gr.out,123456793,4,23947347,29166672,7.805594,0.078508,cc,1
USA-road-t.USA.gr.out,123456794,4,23947347,29166672,7.795258,0.078247,cc,1
USA-road-t.USA.gr.out,123456795,4,23947347,29166672,7.794162,0.078040,cc,1
USA-road-t.USA.gr.out,123456796,4,23947347,29166672,7.811675,0.078476,cc,1
USA-road-t.USA.gr.out,123456797,4,23947347,29166672,7.800865,0.078772,cc,1
USA-road-t.USA.gr.out,123456798,4,23947347,29166672,7.800966,0.078144,cc,1
USA-road-t.USA.gr.out,123456799,4,23947347,29166672,7.814700,0.093273,cc,1
USA-road-t.USA.gr.out,123456800,4,23947347,29166672,7.816092,0.077761,cc,1
USA-road-t.USA.gr.out,123456801,4,23947347,29166672,7.796883,0.078990,cc,1
USA-road-t.USA.gr.out,123456802,4,23947347,29166672,7.804140,0.079126,cc,1
USA-road-t.USA.gr.out,123456803,4,23947347,29166672,7.798963,0.078103,cc,1
USA-road-t.USA.gr.out,123456804,4,23947347,29166672,7.798244,0.074528,cc,1
USA-road-t.USA.gr.out,123456805,4,23947347,29166672,7.798707,0.078136,cc,1
USA-road-t.USA.gr.out,123456806,4,23947347,29166672,7.802524,0.078320,cc,1
USA-road-t.USA.gr.out,123456807,4,23947347,29166672,7.799987,0.077697,cc,1
USA-road-t.USA.gr.out,123456808,4,23947347,29166672,7.808120,0.075954,cc,1
