# threads 1 processes 12 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.10016	1.25707
1.98783	1.13995
1.99713	1.1558
1.99	1.14246
2.00786	1.16538
2.00132	1.15408
1.99666	1.15509
2.00647	1.15859
1.99831	1.15642
1.99746	1.15505
1.99048	1.1483
1.98885	1.14209
2.01103	1.17288
2.00632	1.17375
2.02666	1.1858
1.99986	1.1602
2.0019	1.15967
2.01048	1.16987
1.99465	1.15122
2.00028	1.15836
2.00469	1.16473
1.99804	1.15762
1.99606	1.15659
1.99762	1.15557
2.0017	1.1603
2.00041	1.16041
2.00385	1.1535
1.9889	1.1405
2.00045	1.15412
2.04165	1.19357
1.99689	1.15692
1.9971	1.15268
1.99881	1.15554
2.00235	1.15668
2.00611	1.1554
2.00064	1.15645
1.9901	1.14539
2.00139	1.16117
2.00709	1.16761
1.99705	1.14555
1.99806	1.15245
2.0038	1.15657
1.9982	1.15487
2.00761	1.16155
2.01172	1.16855
1.98944	1.14171
1.98902	1.14091
1.98962	1.1444
2.0154	1.17409
1.99589	1.155
