# threads 2 processes 26 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.204058	0.0747887
0.199723	0.0719883
0.190562	0.0630429
0.190492	0.0635776
0.190426	0.0635554
0.190501	0.0634758
0.190563	0.0636686
0.190581	0.062978
0.190817	0.0637712
0.190717	0.0637382
0.191315	0.0640167
0.190797	0.0640377
0.191	0.0641071
0.190524	0.0635368
0.190588	0.0636591
0.190612	0.0634696
0.190585	0.0636133
0.190561	0.0635273
0.190766	0.0637217
0.191025	0.0641213
0.190577	0.063738
0.190482	0.0635762
0.191682	0.0635643
0.191035	0.0642173
0.190731	0.06366
0.190661	0.0635674
0.190848	0.0638104
0.190657	0.0630613
0.19071	0.0637841
0.190831	0.0639301
