# threads 1 processes 40 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.187737	0.135801
0.147444	0.0965435
0.141665	0.0907975
0.137462	0.0854251
0.137233	0.0852772
0.137144	0.0851088
0.136939	0.0848877
0.137213	0.0854033
0.137278	0.0854262
0.137516	0.0854665
0.13714	0.0852071
0.137131	0.0851528
0.137248	0.0851835
0.138017	0.0861325
0.136949	0.0849113
0.137041	0.0849948
0.137726	0.0857488
0.136966	0.085181
0.137424	0.0855236
0.137333	0.0854019
0.137317	0.0853849
0.137247	0.085317
0.137682	0.0856172
0.137262	0.0852753
0.13694	0.0850279
0.137085	0.0850407
0.137283	0.085201
0.137058	0.0851572
0.137014	0.0850184
0.13733	0.0854689
0.137391	0.085397
0.140326	0.0884744
0.137397	0.0853092
0.137077	0.0851676
0.137076	0.0852272
0.137369	0.085485
0.137055	0.0850736
0.137585	0.0856291
0.137288	0.0853059
0.137133	0.0850001
0.137583	0.0854965
0.137169	0.0852686
0.13763	0.0858068
0.137065	0.0850573
0.137443	0.085322
0.137009	0.0850372
0.137108	0.0849598
0.137709	0.08583
0.138421	0.0864429
0.136984	0.0849833
