# threads 2 processes 1 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
4.51918	1.002e-06
4.52403	2.369e-06
4.51852	6.67e-07
4.52002	6.39e-07
4.52597	8.48e-07
4.52027	7.98e-07
4.52959	6.77e-07
4.5224	8.33e-07
4.52074	7.47e-07
4.52229	7.06e-07
4.52314	7.35e-07
4.51647	7.48e-07
4.52391	7.11e-07
4.52568	7.97e-07
4.52141	6.84e-07
4.51934	8.13e-07
4.52138	6.58e-07
4.51905	7.45e-07
4.5229	7.21e-07
4.51867	7.04e-07
4.51961	8.78e-07
4.52587	6.74e-07
4.52658	7.14e-07
4.52003	6.7e-07
4.52519	8.83e-07
4.5264	7.51e-07
4.52495	6.79e-07
4.5219	7.58e-07
4.5271	6.54e-07
4.52045	7.5e-07
