# threads 2 processes 6 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.52457	0.349161
1.51405	0.347748
1.51456	0.347834
1.51602	0.348145
1.51413	0.347118
1.51381	0.34784
1.51295	0.347676
1.51633	0.347988
1.51187	0.347689
1.51316	0.347342
1.51605	0.347729
1.51166	0.347683
1.51264	0.347824
1.51669	0.347487
1.51487	0.347586
1.51416	0.347709
1.51361	0.347499
1.512	0.347385
1.51472	0.347399
1.51371	0.34784
1.5172	0.34794
1.51539	0.347759
1.51594	0.347256
1.5143	0.34747
1.5144	0.347389
1.51808	0.347765
1.51926	0.347441
1.51549	0.347562
1.51584	0.347983
1.51349	0.348003
