# threads 1 processes 32 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.334678	0.270086
0.223573	0.160366
0.21086	0.146463
0.212349	0.148103
0.212282	0.147892
0.213441	0.149027
0.213252	0.148818
0.21167	0.147373
0.211323	0.146985
0.212714	0.14834
0.21174	0.147435
0.212181	0.147883
0.21182	0.147504
0.212264	0.147924
0.211282	0.147059
0.211289	0.147172
0.212192	0.147918
0.212063	0.147812
0.212136	0.147995
0.211687	0.147427
0.211117	0.146738
0.212098	0.147779
0.212039	0.147625
0.21249	0.148221
0.212751	0.148522
0.212033	0.147791
0.212165	0.147777
0.211634	0.147367
0.212252	0.147878
0.212731	0.148454
0.212798	0.148478
0.212883	0.14853
0.211415	0.147103
0.213911	0.149747
0.21271	0.148411
0.212461	0.148102
0.211435	0.106956
0.213024	0.148638
0.212044	0.147656
0.212344	0.148041
0.212513	0.1481
0.213984	0.149619
0.211603	0.147186
0.212883	0.148515
0.211514	0.147185
0.213109	0.148623
0.211326	0.146914
0.212403	0.147951
0.212634	0.148259
0.207375	0.143042
