# threads 1 processes 36 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.238158	0.180677
0.136058	0.0796858
0.127872	0.0714425
0.125826	0.068328
0.125794	0.0683313
0.125744	0.0683024
0.125764	0.0683852
0.125696	0.0680395
0.12593	0.068458
0.125716	0.0681706
0.12582	0.0683781
0.125819	0.0684136
0.125873	0.067843
0.125771	0.0683004
0.126227	0.0688662
0.125857	0.0677256
0.128085	0.0699973
0.125681	0.0676078
0.125747	0.0676287
0.125646	0.0674533
0.12586	0.0683949
0.125697	0.0683202
0.125761	0.0681123
0.125868	0.0684475
0.125725	0.068449
0.125914	0.0685592
0.125645	0.0681668
0.125902	0.0684824
0.125704	0.0682558
0.125636	0.0683195
0.125716	0.0683446
0.125659	0.0682823
0.126975	0.0687661
0.1256	0.0674498
0.12581	0.0684543
0.126025	0.0678663
0.125706	0.067618
0.125674	0.0675965
0.125789	0.0683341
0.125551	0.0680642
0.125973	0.0686652
0.125645	0.0682447
0.125632	0.0683247
0.125565	0.0679597
0.12562	0.0681673
0.125781	0.0683161
0.125684	0.0682329
0.125807	0.0683652
0.125897	0.0684165
0.125694	0.0682851
