# threads 4 processes 13 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.34599	0.128142
0.295412	0.083589
0.287929	0.0749229
0.288344	0.0778971
0.288766	0.0786597
0.289295	0.0793977
0.288637	0.0782148
0.288816	0.078772
0.288679	0.0787758
0.287679	0.0770883
0.287197	0.0769603
0.288379	0.0782814
0.289097	0.0791271
0.290987	0.0808432
0.288867	0.0783682
0.289206	0.0790431
0.288158	0.0774092
0.29177	0.0815688
0.291865	0.0817814
0.295197	0.0845743
0.29378	0.0834196
0.292997	0.0824655
0.294624	0.0845239
0.292068	0.081819
0.294779	0.0846129
0.291912	0.0814941
0.292411	0.082281
0.288955	0.0789079
0.290186	0.0796719
0.288419	0.0785013
