# threads 2 processes 9 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.27419	1.04148
2.28869	1.05956
2.27318	1.04362
2.27326	1.04486
2.28278	1.0448
2.27923	1.0467
2.28342	1.04541
2.27989	1.045
2.27289	1.04453
2.27371	1.04469
2.26684	1.04369
2.2755	1.04381
2.27612	1.04667
2.2835	1.04483
2.27775	1.04473
2.27464	1.04642
2.28334	1.0443
2.27692	1.04446
2.2775	1.04715
2.27637	1.04547
2.28082	1.04502
2.2886	1.04781
2.26936	1.04454
2.32831	1.07038
2.28358	1.0489
2.27749	1.0456
2.28489	1.04488
2.27727	1.04472
2.27402	1.0466
2.27095	1.04423
