# threads 1 processes 64 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.52197	1.23201
1.34059	1.05191
1.3396	1.05108
1.34101	1.05146
1.34288	1.05473
1.34177	1.05384
1.33708	1.04614
1.34496	1.0565
1.34479	1.05589
1.34361	1.05442
1.33985	1.05137
1.33616	1.04603
1.3359	1.04464
1.33693	1.04967
1.32908	1.04302
1.3262	1.03801
1.3379	1.0476
1.33089	1.03999
1.3269	1.0391
1.34084	1.05213
1.34071	1.05207
1.3335	1.04529
1.33211	1.04492
1.33658	1.0471
1.33455	1.04781
1.34931	1.05748
1.33786	1.04796
1.3435	1.05512
1.33859	1.04756
1.3409	1.05076
1.33402	1.04326
1.32658	1.03755
1.34882	1.05866
1.33635	1.04645
1.33955	1.04993
1.33355	1.04376
1.33432	1.04568
1.33402	1.04458
1.33186	1.04252
1.33767	1.04963
1.33591	1.04733
1.32849	1.03925
1.33411	1.04256
1.32672	1.03892
1.33283	1.04277
1.33506	1.04539
1.33751	1.0502
1.3306	1.04176
1.33494	1.04577
1.3365	1.04519
