# threads 4 processes 10 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.03471	0.482465
1.01057	0.484414
1.01675	0.481772
1.00051	0.46993
1.01285	0.484078
1.01155	0.483864
1.00841	0.47529
0.996879	0.468153
1.00937	0.478581
1.00341	0.473252
1.00694	0.478644
0.997119	0.46818
1.00759	0.476313
1.00233	0.471315
1.00229	0.470899
1.00524	0.478843
1.00142	0.468797
1.00288	0.477092
1.01538	0.480486
1.01313	0.485121
1.00165	0.474849
1.01399	0.479942
1.00645	0.474852
1.00911	0.475121
1.01411	0.483084
1.01685	0.485756
1.01138	0.483534
1.00176	0.473922
1.00792	0.480898
1.01273	0.480359
