# threads 4 processes 16 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.310187	0.133272
0.25859	0.0775434
0.249886	0.0813108
0.24997	0.0810063
0.250388	0.0819152
0.249809	0.0812512
0.250179	0.0815719
0.250378	0.0818893
0.249768	0.0811576
0.249864	0.0813431
0.249741	0.0808497
0.249856	0.081418
0.249955	0.0812747
0.249497	0.0809032
0.249882	0.0813722
0.249322	0.0805641
0.250316	0.0817144
0.249813	0.0811542
0.249434	0.0808948
0.249669	0.0813076
0.248941	0.0800177
0.250167	0.0814761
0.24985	0.0812571
0.249727	0.0812012
0.250213	0.0815266
0.249669	0.0809107
0.250174	0.0812631
0.250516	0.0820105
0.249641	0.0810284
0.250037	0.0812889
