# threads 4 processes 15 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.390046	0.195006
0.270047	0.0853214
0.261576	0.0675436
0.261854	0.067783
0.261326	0.0671637
0.261566	0.0674515
0.261185	0.0672399
0.261331	0.0671121
0.261201	0.0671653
0.261352	0.0670739
0.261748	0.0678807
0.261182	0.0671294
0.261986	0.0677127
0.261634	0.0675527
0.261198	0.067162
0.261696	0.0677531
0.261178	0.0673079
0.263164	0.0694413
0.26365	0.0695195
0.264953	0.0707942
0.26196	0.0680343
0.26343	0.0692328
0.261356	0.0674016
0.263521	0.069452
0.266356	0.0722348
0.261843	0.06802
0.263237	0.0691759
0.263633	0.0698827
0.266531	0.0724427
0.260801	0.0665294
