# threads 1 processes 20 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.22967	1.59212
2.14257	1.50685
2.13151	1.49492
2.13651	1.50394
2.13083	1.50066
2.12455	1.48836
2.13424	1.50183
2.12791	1.49496
2.13191	1.49665
2.13063	1.49891
2.13121	1.49506
2.13308	1.4975
2.1299	1.49593
2.12394	1.48545
2.15915	1.52873
2.13041	1.49349
2.13036	1.49675
2.14224	1.50651
2.13265	1.49772
2.13288	1.49543
2.13919	1.50299
2.12555	1.49374
2.126	1.49245
2.13151	1.49471
2.12983	1.49636
2.12774	1.4861
2.12762	1.49145
2.1294	1.49238
2.15091	1.51293
2.12716	1.48862
2.12932	1.4911
2.12052	1.48189
2.13802	1.50463
2.14086	1.50398
2.12853	1.49185
2.13242	1.49539
2.13254	1.49657
2.12566	1.48909
2.13484	1.4988
2.13021	1.49253
2.12946	1.49283
2.13032	1.49502
2.15415	1.51753
2.12958	1.49856
2.13514	1.49663
2.12689	1.49421
2.13329	1.49913
2.13015	1.49393
2.12879	1.50027
2.13897	1.5018
