# threads 8 processes 3 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.75676	0.247034
1.5657	0.141437
1.56787	0.143689
1.56689	0.14356
1.56679	0.14284
1.57707	0.154025
1.56662	0.143409
1.56643	0.14349
1.56682	0.143335
1.57017	0.147621
1.56603	0.141947
1.56858	0.143353
1.56689	0.143008
1.56704	0.143462
1.56752	0.144176
1.56892	0.143065
1.56795	0.144307
1.57057	0.146869
1.56926	0.145782
1.56973	0.145442
1.56993	0.146202
1.56867	0.144832
1.56924	0.145528
1.5667	0.142574
1.56786	0.143482
1.56739	0.1437
1.57013	0.147615
1.56915	0.145239
1.57116	0.144739
1.56967	0.146223
