# threads 2 processes 16 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.36146	0.733882
1.22963	0.608748
1.17818	0.548131
1.16259	0.536822
1.15922	0.539193
1.1599	0.536185
1.19942	0.573134
1.1604	0.536815
1.15661	0.536762
1.15954	0.536319
1.1641	0.53809
1.16477	0.540586
1.17253	0.553623
1.15561	0.537535
1.16793	0.538677
1.16949	0.543853
1.16491	0.53666
1.16296	0.539559
1.17247	0.545172
1.16034	0.537496
1.17015	0.542439
1.1646	0.541822
1.15669	0.537543
1.16022	0.537357
1.16262	0.537674
1.16126	0.535729
1.16246	0.536952
1.17425	0.551265
1.17123	0.545284
1.18573	0.548215
