# threads 8 processes 3 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.777612	0.00819674
0.741335	0.00508078
0.742758	0.00518597
0.740327	0.00500704
0.740123	0.00502686
0.740044	0.00504749
0.74326	0.00513463
0.740761	0.00514562
0.741893	0.00500992
0.738645	0.00509068
0.742608	0.00523688
0.734843	0.00503785
0.74114	0.0050652
0.742512	0.00524768
0.735654	0.00500539
0.740803	0.0050021
0.741916	0.00511003
0.733984	0.00506682
0.740097	0.00507064
0.740618	0.00512042
0.739233	0.00502398
0.739314	0.00500565
0.741498	0.00504683
0.740989	0.00502771
0.743204	0.00513806
0.739696	0.00508919
0.735753	0.00502621
0.736617	0.0052423
0.737086	0.005017
0.738008	0.00502786
