# threads 1 processes 36 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.56502	2.0907
2.49288	2.01828
2.47023	1.99772
2.47929	2.00609
2.4716	1.99659
2.46193	1.98778
2.47551	2.00027
2.46495	1.99035
2.47512	2.00016
2.47226	1.99836
2.47472	1.99861
2.47944	2.0051
2.47545	2.00134
2.47219	1.99745
2.47743	2.00141
2.4653	1.99037
2.47498	1.99869
2.47333	1.99797
2.4642	1.99027
2.47006	1.99463
2.47669	2.00176
2.47485	1.99673
2.47586	2.0042
2.47394	1.99637
2.46249	1.98737
2.45955	1.9844
2.47737	2.00194
2.47801	2.00249
2.47595	2.0026
2.47504	1.99897
2.46511	1.99228
2.47913	2.00244
2.48134	2.00541
2.46826	1.9928
2.48043	1.99893
2.47949	2.00519
2.47783	2.00115
2.47328	1.99705
2.48197	2.00752
2.47021	1.99618
2.4725	1.99888
2.47446	1.9989
2.47512	1.99896
2.47357	1.99859
2.46913	1.99371
2.47055	1.99453
2.46902	1.99161
2.47367	2.00068
2.46159	1.98775
2.47077	1.99536
