# threads 8 processes 1 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.20285	7.03e-07
2.1304	9.05e-07
2.13166	7.2e-07
2.12981	1.019e-06
2.13037	1.287e-06
2.1322	1.048e-06
2.13043	6.4e-07
2.12997	1.11e-06
2.13277	6.28e-07
2.13105	6.36e-07
2.12958	6.39e-07
2.13063	6.34e-07
2.12961	7.6e-07
2.13029	9.57e-07
2.13003	6.46e-07
2.1319	1.045e-06
2.13006	6.6e-07
2.13142	1.513e-06
2.13222	1.622e-06
2.13635	6.56e-07
2.13053	8.21e-07
2.13141	6.39e-07
2.13005	8.63e-07
2.1307	6.37e-07
2.13023	9.76e-07
2.13524	6.57e-07
2.13012	6.75e-07
2.13039	6.41e-07
2.13197	6.42e-07
2.13706	7.41e-07
