# threads 4 processes 9 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.535974	0.197679
0.406378	0.113211
0.398442	0.0946441
0.399013	0.099821
0.39869	0.0999422
0.399485	0.100469
0.398868	0.100074
0.399649	0.100005
0.398889	0.0999916
0.398836	0.0996509
0.399148	0.100225
0.398927	0.100034
0.399476	0.100037
0.398475	0.0993604
0.399452	0.0998776
0.398586	0.0994997
0.399768	0.100274
0.399142	0.100096
0.399055	0.100154
0.398933	0.099806
0.399537	0.09952
0.399605	0.10075
0.399221	0.100852
0.398975	0.100118
0.398935	0.100054
0.399825	0.100773
0.398147	0.0991883
0.400321	0.101599
0.398127	0.0990393
0.399802	0.10082
