# threads 1 processes 40 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.49187	2.04039
2.40834	1.95833
2.41129	1.9606
2.40583	1.95521
2.40414	1.95332
2.40649	1.95551
2.41054	1.95968
2.4165	1.96659
2.41352	1.96251
2.42014	1.9709
2.41178	1.96263
2.41057	1.95899
2.4126	1.96225
2.4067	1.95582
2.4143	1.96259
2.41499	1.96418
2.43697	1.98645
2.40618	1.95619
2.41196	1.95958
2.40973	1.95899
2.41184	1.96139
2.40632	1.95606
2.41123	1.96153
2.41114	1.96103
2.41053	1.96039
2.40579	1.95231
2.40448	1.95371
2.41234	1.95889
2.42729	1.9768
2.41365	1.96353
2.41631	1.96572
2.4065	1.95539
2.41305	1.96163
2.41229	1.96206
2.41236	1.9619
2.41158	1.96083
2.4102	1.95882
2.40963	1.95871
2.43854	1.98263
2.40964	1.9584
2.40608	1.95319
2.40927	1.95862
2.40503	1.95455
2.42993	1.97891
2.40963	1.96102
2.41139	1.96228
2.40631	1.95479
2.41566	1.96464
2.40937	1.95895
2.4113	1.95968
