# threads 1 processes 60 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.163247	0.126563
0.115944	0.0806142
0.103408	0.0667777
0.103602	0.0671493
0.103399	0.0666718
0.10338	0.0667233
0.103273	0.06668
0.103229	0.0667906
0.103736	0.0669651
0.103337	0.0665095
0.103333	0.0668116
0.103495	0.0669472
0.103376	0.0667021
0.103416	0.066758
0.103222	0.0664399
0.103326	0.0664802
0.103832	0.0670928
0.103241	0.0667135
0.103193	0.0665812
0.104402	0.0676584
0.10319	0.0666922
0.103135	0.0665865
0.103315	0.0668959
0.103392	0.0666544
0.103481	0.0666457
0.103319	0.066534
0.103193	0.066419
0.103365	0.0666885
0.103437	0.066758
0.103475	0.0669464
0.103549	0.0669007
0.103306	0.0666785
0.103368	0.0664076
0.103362	0.0662059
0.103501	0.0558244
0.103315	0.0666831
0.103227	0.0665102
0.103381	0.0667035
0.103305	0.066667
0.103497	0.0668162
0.103559	0.0669286
0.103814	0.067263
0.10375	0.0670598
0.103401	0.0666302
0.103351	0.0667634
0.10338	0.0667555
0.103314	0.0666733
0.103308	0.0666699
0.103379	0.066723
0.103616	0.0670812
