# threads 8 processes 2 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.06966	0.00422582
1.0389	0.00253654
1.03783	0.00259126
1.03318	0.00243551
1.03756	0.00253214
1.03442	0.00265661
1.03379	0.00245763
1.0358	0.00251146
1.03254	0.00251902
1.03542	0.0024614
1.03587	0.00249472
1.03579	0.00250925
1.03615	0.00242485
1.03795	0.00264123
1.03588	0.00249183
1.03341	0.00242157
1.02928	0.00248806
1.03337	0.00244479
1.03335	0.00244471
1.0418	0.00252862
1.0328	0.00247661
1.03906	0.00247029
1.036	0.00249576
1.0385	0.00260851
1.03332	0.00248459
1.03654	0.002664
1.03456	0.00248564
1.03387	0.00245355
1.03678	0.00248657
1.03574	0.00257389
