# threads 2 processes 10 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.36814	0.504926
1.36153	0.502128
1.35994	0.502936
1.35631	0.503015
1.35033	0.503062
1.36498	0.503746
1.36011	0.504122
1.36108	0.502787
1.35313	0.502954
1.35395	0.501281
1.36027	0.504974
1.36836	0.501883
1.36228	0.503343
1.36023	0.501993
1.36152	0.505159
1.36231	0.502361
1.3523	0.502181
1.35929	0.501414
1.35438	0.502974
1.3576	0.501191
1.35593	0.501661
1.36445	0.502906
1.36172	0.501615
1.34935	0.501456
1.352	0.501944
1.37116	0.502787
1.35479	0.501404
1.35941	0.501807
1.36915	0.503516
1.36491	0.50318
