# threads 4 processes 1 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
3.00759	9.7e-07
2.99284	1.281e-06
2.99386	1.092e-06
2.99158	1.32e-06
2.99265	1.192e-06
2.99222	1.229e-06
2.99096	1.12e-06
2.9949	1.005e-06
2.99459	8.8e-07
2.98962	1.365e-06
2.99329	1.027e-06
2.99401	1.253e-06
2.99582	1.146e-06
2.99351	1.055e-06
2.9924	1.24e-06
2.99461	8.85e-07
2.99438	1.01e-06
2.99209	9.87e-07
2.99133	1.223e-06
2.99246	1.144e-06
2.99426	1.126e-06
2.99424	1.38e-06
2.99186	9.28e-07
2.99254	1.122e-06
2.99073	9.37e-07
2.9939	1.163e-06
2.99335	1.136e-06
2.99114	9.45e-07
2.99297	1.251e-06
2.99313	9.36e-07
