# threads 1 processes 2 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
3.33452	0.258869
3.27196	0.195041
3.26952	0.19422
3.26588	0.195032
3.27374	0.195068
3.27507	0.196838
3.26984	0.194803
3.275	0.19686
3.27376	0.194381
3.27349	0.195023
3.26791	0.195463
3.27161	0.195195
3.27048	0.195112
3.28604	0.194982
3.27112	0.199113
3.27248	0.194932
3.27731	0.196614
3.26811	0.194552
3.26768	0.195121
3.28157	0.195304
3.27023	0.194513
3.27275	0.194681
3.26946	0.19591
3.26758	0.19503
3.27001	0.195644
3.27183	0.195169
3.27552	0.194523
3.27226	0.196683
3.26909	0.195495
3.2719	0.19486
3.27195	0.195143
3.27075	0.195154
3.27017	0.194969
3.27608	0.196207
3.27134	0.194865
3.26716	0.195075
3.27422	0.197011
3.2755	0.195688
3.27241	0.195966
3.27941	0.195875
3.26922	0.195367
3.26697	0.194953
3.2715	0.195554
3.27327	0.195551
3.28172	0.196255
3.27289	0.19491
3.269	0.195247
3.26984	0.195102
3.26934	0.196524
3.2692	0.195295
