# threads 2 processes 26 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.30276	0.797233
1.25433	0.750802
1.25486	0.750252
1.26622	0.762909
1.26574	0.761628
1.26872	0.768333
1.27214	0.770184
1.27136	0.769121
1.26547	0.760576
1.26679	0.763296
1.25729	0.752872
1.26331	0.762517
1.26238	0.757637
1.26016	0.758115
1.2531	0.748969
1.25349	0.752703
1.25525	0.753629
1.25117	0.749787
1.25624	0.749956
1.25329	0.749916
1.25605	0.748806
1.25558	0.750303
1.25494	0.750276
1.25132	0.747117
1.25145	0.747518
1.24905	0.747387
1.25045	0.747338
1.25019	0.746282
1.25625	0.749547
1.26208	0.756086
