# threads 2 processes 8 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.27046	0.355406
1.27377	0.354967
1.26804	0.355803
1.26438	0.355891
1.27849	0.375177
1.25934	0.355979
1.25746	0.355414
1.25833	0.356385
1.26107	0.357545
1.26186	0.356825
1.26482	0.356181
1.27115	0.359554
1.25701	0.355347
1.25744	0.354761
1.25544	0.355408
1.25691	0.35546
1.25602	0.355889
1.25684	0.355007
1.26534	0.357689
1.27415	0.355253
1.26138	0.356386
1.29623	0.354521
1.25869	0.356292
1.27868	0.356278
1.27326	0.358841
1.26026	0.357334
1.26974	0.357245
1.26124	0.358158
1.26402	0.357384
1.25875	0.356745
