# threads 2 processes 2 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.54254	0.197242
2.5088	0.210928
2.53415	0.206638
2.57048	0.196764
2.51021	0.20272
2.55795	0.207302
2.54802	0.203556
2.51348	0.207208
2.58873	0.207336
2.50983	0.195548
2.55875	0.195106
2.50276	0.204025
2.57989	0.237427
2.49021	0.197373
2.53778	0.209146
2.58436	0.208994
2.51962	0.210588
2.55208	0.197323
2.50205	0.206877
2.5426	0.198539
2.4872	0.195953
2.52986	0.202765
2.57736	0.198753
2.52071	0.214831
2.56216	0.205892
2.50564	0.206804
2.5535	0.215487
2.49239	0.200457
2.52178	0.200403
2.56836	0.196369
