# threads 4 processes 2 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.62826	0.210659
1.59901	0.194105
1.59608	0.189327
1.59379	0.186779
1.59716	0.188836
1.59517	0.1883
1.59615	0.190338
1.59669	0.188242
1.59457	0.188269
1.5947	0.189293
1.59627	0.187943
1.5934	0.186391
1.59672	0.19043
1.59525	0.188661
1.59461	0.188017
1.59694	0.190043
1.59442	0.187982
1.59612	0.188927
1.59852	0.191278
1.59493	0.187073
1.59773	0.189676
1.59556	0.188842
1.6002	0.19222
1.59603	0.188398
1.59497	0.187522
1.59589	0.188693
1.59467	0.186902
1.59439	0.187062
1.59694	0.191091
1.59648	0.188373
