# threads 8 processes 8 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.83938	0.826962
2.58305	0.700162
2.59308	0.710882
2.58077	0.701528
2.59816	0.718153
2.58369	0.70333
2.5827	0.702389
2.58246	0.70196
2.58235	0.702843
2.58272	0.70047
2.5921	0.710774
2.58064	0.700328
2.58301	0.700323
2.58328	0.70306
2.58997	0.708807
2.59546	0.715223
2.58292	0.701508
2.5858	0.704485
2.58825	0.707535
2.5826	0.702076
2.58572	0.705282
2.5819	0.701022
2.58248	0.703103
2.5824	0.701426
2.57877	0.697677
2.58224	0.70041
2.58234	0.702093
2.57937	0.697153
2.58691	0.703985
2.58275	0.702472
