# threads 4 processes 7 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.54039	0.729846
1.53657	0.727208
1.54539	0.741839
1.51429	0.708298
1.51315	0.711607
1.51994	0.713154
1.53314	0.725673
1.534	0.729807
1.54106	0.733677
1.51142	0.705426
1.53923	0.739471
1.52174	0.721753
1.52273	0.717883
1.53799	0.730919
1.52766	0.7238
1.50935	0.710847
1.50673	0.705687
1.53456	0.729835
1.53057	0.72617
1.54919	0.743801
1.52466	0.715175
1.50959	0.710219
1.52706	0.722794
1.52261	0.713173
1.51923	0.710962
1.49963	0.699214
1.52646	0.723849
1.51275	0.70168
1.51377	0.710452
1.5288	0.728481
