# threads 2 processes 28 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.19705	1.57936
2.21865	1.59809
2.19612	1.57849
2.19003	1.57245
2.19764	1.57787
2.18745	1.57105
2.18796	1.57094
2.19314	1.5756
2.19093	1.57164
2.1958	1.57714
2.20099	1.58035
2.20369	1.58516
2.19813	1.57956
2.20116	1.5812
2.19673	1.57724
2.19581	1.57731
2.18879	1.57141
2.21253	1.59183
2.19366	1.57539
2.20014	1.58096
2.19322	1.5757
2.19208	1.57524
2.2046	1.58628
2.19631	1.57643
2.19503	1.5779
2.1924	1.57388
2.19024	1.57234
2.19659	1.5784
2.21385	1.59454
2.19755	1.58081
