# threads 4 processes 2 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.06167	0.197448
2.04709	0.197414
2.03218	0.187425
2.05044	0.202319
2.05096	0.199067
2.05012	0.202572
2.0548	0.203219
2.03132	0.18775
2.02967	0.187538
2.03074	0.186616
2.04484	0.197813
2.0514	0.204443
2.03519	0.191159
2.03329	0.190513
2.03975	0.194062
2.048	0.195428
2.02437	0.181627
2.04345	0.191389
2.03633	0.19065
2.0386	0.19559
2.033	0.188303
2.04229	0.197626
2.04448	0.197221
2.03877	0.192753
2.0312	0.18748
2.04517	0.195592
2.03384	0.190987
2.04657	0.200081
2.04694	0.201354
2.03455	0.190804
