# threads 4 processes 9 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.7422	0.996281
1.74916	1.00901
1.76371	1.02254
1.71288	0.971982
1.75595	1.00942
1.75865	1.02062
1.76029	1.01974
1.74101	0.996397
1.73778	0.994491
1.75409	1.01427
1.7348	0.990743
1.7394	1.00098
1.72287	0.981523
1.75541	1.00985
1.77646	1.03077
1.7524	1.01059
1.75996	1.01509
1.73919	0.996293
1.73739	0.997738
1.75187	1.01499
1.72116	0.977948
1.74697	1.00421
1.76047	1.01602
1.73771	0.996968
1.76061	1.0179
1.74813	1.00358
1.72218	0.978547
1.7511	1.01129
1.71859	0.97525
1.73832	0.997513
