# threads 1 processes 56 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.17445	0.135831
0.1166	0.0791941
0.103894	0.0650151
0.103334	0.0645817
0.103469	0.0647724
0.103222	0.0645574
0.103226	0.0645939
0.104015	0.0651663
0.10535	0.0665142
0.103154	0.064399
0.10334	0.0646535
0.103233	0.0645286
0.103159	0.0643402
0.103737	0.0648451
0.103291	0.0645103
0.103112	0.0643354
0.103772	0.0651738
0.103288	0.0645704
0.103277	0.0644129
0.103647	0.0650168
0.10376	0.0650039
0.103434	0.0645886
0.103239	0.0644222
0.103237	0.0645639
0.103462	0.0646146
0.103359	0.0645444
0.103712	0.0651117
0.103336	0.0646448
0.103269	0.0644058
0.103214	0.0644118
0.103264	0.0642206
0.103438	0.0646273
0.103599	0.0646997
0.103245	0.0643553
0.10323	0.0644874
0.103257	0.0646668
0.10361	0.0648945
0.103228	0.0643901
0.103148	0.0643815
0.103154	0.0645073
0.103133	0.0643242
0.103744	0.0649539
0.103789	0.0649331
0.103135	0.064219
0.103265	0.0645157
0.10321	0.064412
0.103172	0.0644825
0.103644	0.064948
0.103298	0.0645429
0.103218	0.0644209
