# threads 2 processes 22 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.242964	0.0938039
0.22025	0.0727902
0.211667	0.0645779
0.211335	0.0640553
0.211617	0.0646019
0.211738	0.0647181
0.211446	0.0646256
0.21175	0.0645873
0.211572	0.0649399
0.2117	0.0650878
0.211681	0.0652383
0.211661	0.0644723
0.211367	0.0648346
0.211643	0.0648957
0.211837	0.0650874
0.21155	0.0650231
0.212371	0.0649757
0.211729	0.0650451
0.211526	0.0649668
0.21158	0.0652301
0.211215	0.0647085
0.211459	0.0646873
0.211499	0.0647735
0.211799	0.0644465
0.211582	0.0644647
0.21148	0.0641883
0.211585	0.0649719
0.21143	0.0647586
0.211322	0.0648812
0.211718	0.0650411
