# threads 4 processes 4 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.07703	0.214921
1.05206	0.214344
1.04682	0.210463
1.05197	0.213767
1.0463	0.209946
1.05077	0.215071
1.04718	0.211382
1.04988	0.214681
1.04983	0.213415
1.05121	0.214448
1.05417	0.217242
1.04507	0.210143
1.0497	0.212755
1.04526	0.209069
1.04524	0.209438
1.04909	0.211241
1.04868	0.211669
1.04574	0.208934
1.05113	0.214465
1.04827	0.212158
1.04148	0.205798
1.04817	0.210952
1.0478	0.211851
1.04808	0.212577
1.04823	0.211941
1.0459	0.207972
1.04685	0.209719
1.04898	0.211904
1.04281	0.205771
1.04971	0.212306
