# threads 1 processes 12 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.384647	0.23446
0.285469	0.13638
0.278641	0.129411
0.284737	0.135246
0.27907	0.129701
0.278502	0.129283
0.284784	0.135512
0.278739	0.129318
0.277974	0.128823
0.276942	0.127131
0.278682	0.129632
0.278507	0.129115
0.278909	0.12968
0.278411	0.129328
0.278785	0.129709
0.278791	0.129356
0.279547	0.130334
0.278727	0.129607
0.278412	0.12921
0.279504	0.130304
0.278456	0.129038
0.278071	0.129039
0.277859	0.12871
0.278601	0.129048
0.278428	0.128445
0.278655	0.129283
0.278236	0.129119
0.278551	0.12923
0.278944	0.129483
0.277935	0.128828
0.278898	0.129904
0.279085	0.129663
0.278357	0.129354
0.278898	0.129558
0.279286	0.130289
0.278411	0.129054
0.279066	0.129868
0.2792	0.13049
0.277164	0.127618
0.278686	0.129501
0.277976	0.128617
0.278092	0.128969
0.278138	0.129178
0.278206	0.129153
0.278364	0.12919
0.278486	0.12962
0.278392	0.129198
0.278924	0.12968
0.278539	0.129563
0.278531	0.12941
