# threads 2 processes 2 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.74937	0.797686
2.71265	0.759299
2.71456	0.76754
2.71377	0.765591
2.7121	0.760943
2.71071	0.764176
2.7136	0.765172
2.7153	0.765547
2.71303	0.761456
2.71182	0.763981
2.71166	0.762491
2.71084	0.760316
2.71089	0.758461
2.70937	0.762125
2.7115	0.763244
2.71086	0.760921
2.71088	0.765464
2.71356	0.766785
2.71091	0.760686
2.71239	0.760546
2.71707	0.770161
2.7133	0.762935
2.7192	0.768232
2.71208	0.766414
2.71241	0.764988
2.71215	0.761193
2.70886	0.757897
2.71219	0.765901
2.71055	0.763424
2.7089	0.757892
