# threads 8 processes 1 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
3.76893	7.95e-07
3.64031	6.04e-07
3.6401	6.4e-07
3.64446	6.65e-07
3.64085	6.52e-07
3.64048	7.58e-07
3.64151	1.451e-06
3.64031	7.81e-07
3.64296	6.91e-07
3.63998	1.054e-06
3.64197	8.22e-07
3.64475	6.5e-07
3.64901	8.04e-07
3.64523	7.49e-07
3.64447	6.63e-07
3.64068	6.43e-07
3.64398	6.45e-07
3.64583	6.43e-07
3.64404	7.2e-07
3.64591	7e-07
3.64367	7.37e-07
3.64607	7.22e-07
3.64299	1.179e-06
3.64458	5.97e-07
3.64368	1.062e-06
3.64381	7.19e-07
3.64511	6.47e-07
3.6433	6.43e-07
3.64657	7.35e-07
3.64455	7.57e-07
