# threads 4 processes 15 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.65087	1.09883
1.59859	1.05098
1.63235	1.08486
1.57061	1.02386
1.58756	1.0414
1.6076	1.06157
1.64946	1.10073
1.60981	1.06534
1.6211	1.0724
1.62653	1.0798
1.61506	1.06799
1.59839	1.05186
1.63067	1.08489
1.60861	1.06156
1.63318	1.08635
1.60495	1.05818
1.65091	1.10148
1.59416	1.05058
1.64451	1.09526
1.63028	1.08523
1.61502	1.06783
1.60617	1.05894
1.62679	1.07777
1.62928	1.07888
1.65009	1.10059
1.61873	1.07251
1.59294	1.04757
1.59783	1.04849
1.61992	1.07394
1.63933	1.09134
