# threads 8 processes 1 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.3881	6.88e-07
1.36948	6.45e-07
1.37116	6.89e-07
1.3713	6.66e-07
1.36955	6.78e-07
1.37017	6.9e-07
1.36949	6.56e-07
1.37148	7.17e-07
1.36967	7.2e-07
1.36917	6.8e-07
1.3695	6.75e-07
1.36998	6.78e-07
1.36935	6.83e-07
1.36957	6.74e-07
1.3693	9.59e-07
1.37085	8.06e-07
1.3706	6.26e-07
1.3698	6.79e-07
1.36933	6.39e-07
1.36956	8.2e-07
1.37099	6.71e-07
1.37003	6.93e-07
1.36873	6.78e-07
1.36957	7.48e-07
1.36956	1.768e-06
1.36911	6.5e-07
1.36921	6.76e-07
1.37047	7.05e-07
1.36916	6.98e-07
1.37031	7.49e-07
