# threads 4 processes 12 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.387705	0.158528
0.356012	0.128566
0.351238	0.125795
0.352593	0.127692
0.352897	0.127713
0.352104	0.127455
0.351433	0.126449
0.353096	0.127898
0.35154	0.126326
0.32406	0.0990341
0.315312	0.0898119
0.316571	0.0910751
0.315861	0.0909716
0.315897	0.0906594
0.320226	0.0952819
0.320119	0.0951184
0.315938	0.090718
0.315796	0.0909385
0.320306	0.0953592
0.3163	0.0909501
0.317011	0.0919983
0.320741	0.0957401
0.320229	0.0955217
0.323462	0.0979218
0.316948	0.0918672
0.317389	0.0919202
0.319874	0.0944641
0.32357	0.0986089
0.324171	0.0988711
0.323101	0.0982799
