# threads 1 processes 48 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.47351	2.05311
2.33989	1.92041
2.34235	1.92195
2.34069	1.92067
2.32781	1.90734
2.34074	1.921
2.34697	1.92583
2.34572	1.92589
2.34965	1.92975
2.33114	1.91107
2.33423	1.91391
2.34515	1.9247
2.34576	1.92558
2.34147	1.92213
2.33429	1.9136
2.57331	2.15006
2.3416	1.92118
2.34481	1.92458
2.32801	1.90767
2.32634	1.90621
2.32905	1.90886
2.34296	1.92298
2.34977	1.92946
2.3479	1.92672
2.34442	1.92482
2.34551	1.92428
2.33942	1.91958
2.34832	1.9272
2.3464	1.92576
2.34282	1.92215
2.33307	1.91192
2.33126	1.9113
2.34264	1.92205
2.35223	1.93216
2.34122	1.92095
2.32853	1.90913
2.32628	1.90431
2.34298	1.92228
2.32185	1.90166
2.34101	1.92297
2.32562	1.90531
2.34907	1.92783
2.34185	1.92206
2.32612	1.90568
2.31998	1.9001
2.33365	1.91335
2.32412	1.90466
2.35169	1.93172
2.32862	1.90802
2.34403	1.92207
