# threads 2 processes 30 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.206525	0.0898972
0.182148	0.0680765
0.171041	0.0581182
0.17079	0.0577808
0.17111	0.0588898
0.170764	0.0581073
0.170829	0.0586165
0.170816	0.0585217
0.170863	0.0586167
0.170905	0.0587231
0.170836	0.0584973
0.170798	0.0585227
0.17195	0.0596983
0.171014	0.0587703
0.170782	0.0585079
0.170733	0.0585062
0.172001	0.0597652
0.170875	0.0585954
0.170961	0.0586674
0.171949	0.0597272
0.17109	0.0588543
0.170984	0.0586607
0.170928	0.0580343
0.170812	0.0579143
0.171066	0.058299
0.1715	0.0586928
0.170716	0.0573457
0.170904	0.0587193
0.170845	0.0585675
0.170611	0.0583772
