# threads 1 processes 8 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.14511	1.05
1.88311	0.784744
1.88074	0.783422
1.87945	0.781589
1.88223	0.78363
1.87819	0.779072
1.8808	0.784681
1.88346	0.784346
1.88652	0.790485
2.1025	1.00551
1.88206	0.778596
1.88179	0.785993
1.88113	0.784632
1.88548	0.784436
1.88001	0.783751
1.89477	0.799354
1.88148	0.78011
1.89639	0.798279
1.88335	0.784711
1.88274	0.782734
1.88172	0.77299
1.88669	0.778785
1.88019	0.782154
1.88428	0.787658
1.88228	0.78369
1.88404	0.783435
1.88326	0.784139
1.87793	0.758582
1.88338	0.785917
1.87817	0.776669
1.88485	0.786742
1.8838	0.785345
1.88041	0.779854
1.88883	0.787095
1.88156	0.783442
1.88172	0.778918
1.88703	0.784936
1.88362	0.78575
1.88272	0.785588
1.88023	0.777543
1.88442	0.787143
1.88247	0.786481
1.89851	0.792221
1.89883	0.786189
1.88345	0.780265
1.88122	0.77537
1.87983	0.768806
1.90327	0.786594
1.88158	0.783053
1.8873	0.783557
