# threads 2 processes 20 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.278247	0.119266
0.232056	0.0747132
0.22529	0.0680178
0.224094	0.0670377
0.22397	0.0666361
0.224353	0.0672757
0.225406	0.0682115
0.224571	0.0676019
0.2242	0.0670195
0.223706	0.0668095
0.225241	0.0681989
0.224395	0.0673802
0.224541	0.0674538
0.22397	0.0669228
0.224839	0.0619183
0.224509	0.0674481
0.223836	0.0667396
0.224289	0.0669457
0.225304	0.0672591
0.224412	0.0669336
0.224968	0.0676749
0.224241	0.0670307
0.224869	0.0676071
0.224381	0.06706
0.224189	0.0671094
0.225092	0.0670811
0.224571	0.0672875
0.224634	0.0673229
0.225007	0.0674518
0.22455	0.0672631
