# threads 2 processes 8 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.502355	0.133248
0.493102	0.125408
0.487453	0.120019
0.486532	0.118307
0.487742	0.119685
0.487249	0.119849
0.487104	0.119401
0.487914	0.120484
0.487421	0.120168
0.487124	0.119468
0.486951	0.118455
0.48785	0.120952
0.486795	0.118973
0.487292	0.119835
0.48727	0.112876
0.486556	0.118973
0.485787	0.117608
0.488186	0.120637
0.48566	0.118032
0.486515	0.118939
0.485615	0.117234
0.486016	0.117559
0.48628	0.117598
0.486642	0.117747
0.487447	0.119949
0.487869	0.120117
0.487406	0.119629
0.487475	0.12002
0.486551	0.119047
0.486975	0.119287
