# threads 2 processes 32 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.31481	0.869937
1.24969	0.8071
1.25395	0.805942
1.24842	0.804174
1.35592	0.904784
1.24932	0.806262
1.25089	0.807667
1.25106	0.806417
1.2542	0.809227
1.26358	0.818872
1.24909	0.805131
1.25036	0.80677
1.25116	0.808626
1.249	0.807113
1.25311	0.809104
1.24984	0.808834
1.25262	0.807891
1.25108	0.808189
1.2551	0.807831
1.25563	0.809666
1.25173	0.807888
1.2638	0.819271
1.25064	0.808485
1.25101	0.806226
1.24926	0.807198
1.25192	0.807616
1.25222	0.807997
1.25202	0.808058
1.25113	0.807721
1.26348	0.816984
