# threads 2 processes 18 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.22051	1.43211
2.22227	1.43287
2.22142	1.43053
2.2268	1.43723
2.21986	1.43069
2.2225	1.43185
2.22121	1.42981
2.22932	1.44084
2.22419	1.43336
2.22088	1.43108
2.22843	1.43711
2.22495	1.43097
2.22862	1.43678
2.22146	1.43
2.22854	1.43448
2.21911	1.43048
2.22442	1.43629
2.22946	1.43896
2.22815	1.43828
2.22841	1.43626
2.22393	1.43065
2.2208	1.42991
2.22816	1.43975
2.22326	1.43217
2.21956	1.43075
2.22033	1.43071
2.22336	1.43221
2.21947	1.42889
2.22084	1.43069
2.22134	1.42992
