# threads 2 processes 14 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.624269	0.400805
0.305506	0.0833304
0.299181	0.076462
0.29896	0.0779891
0.298653	0.0774619
0.299077	0.0771228
0.298816	0.0770992
0.298814	0.0777644
0.299584	0.0780554
0.299241	0.0779023
0.298793	0.077746
0.298656	0.0774344
0.298662	0.0772386
0.299239	0.0779036
0.299103	0.07803
0.301784	0.0780916
0.299206	0.077877
0.299149	0.0778959
0.298845	0.0778464
0.298781	0.0773533
0.299141	0.077745
0.29918	0.0779025
0.299606	0.0776707
0.298826	0.077656
0.298961	0.077396
0.299016	0.0771223
0.298697	0.077868
0.299325	0.0779292
0.299865	0.0784846
0.299116	0.077852
