# threads 4 processes 16 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.935036	0.520715
0.923444	0.516741
0.919544	0.517278
0.934623	0.531013
0.917021	0.512834
0.917326	0.510953
0.938714	0.530847
0.921963	0.516274
0.925927	0.518655
0.946518	0.537361
0.934557	0.529233
0.927187	0.522293
0.928661	0.525708
0.934643	0.528579
0.921719	0.514078
0.917613	0.511048
0.923686	0.516238
0.925517	0.520978
0.921955	0.517814
0.929473	0.520997
0.921586	0.517671
0.915465	0.509786
0.938883	0.531608
0.935294	0.533093
0.938234	0.528461
0.93577	0.531307
0.919125	0.516709
0.915513	0.508916
0.918477	0.516786
0.928354	0.519613
