# threads 4 processes 7 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.01283	0.379724
0.980458	0.351421
0.97352	0.340578
0.985885	0.350651
0.970252	0.341381
0.972167	0.34554
1.04474	0.410121
0.959174	0.334115
0.975541	0.346341
0.965017	0.339488
0.968013	0.342625
0.969251	0.345651
0.970051	0.340864
0.968411	0.33821
0.977624	0.345087
0.975575	0.342551
0.982398	0.352121
0.96692	0.334576
0.966027	0.336764
0.971254	0.342942
0.964864	0.334978
0.977187	0.346761
0.977751	0.350936
0.968586	0.341234
0.979564	0.349416
0.96138	0.331295
0.971473	0.345029
0.966193	0.342
0.974696	0.349361
0.964246	0.333616
