# threads 2 processes 12 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.12144	1.14927
2.03591	1.07044
2.02703	1.06687
2.03496	1.06899
2.04936	1.07878
2.04473	1.07603
2.03247	1.06873
2.04318	1.07529
2.0436	1.0758
2.03399	1.07175
2.03681	1.06855
2.04496	1.07595
2.03904	1.07779
2.03602	1.06708
2.03606	1.06981
2.03425	1.06838
2.03692	1.06757
2.04754	1.08811
2.04268	1.08239
2.0352	1.06784
2.05399	1.09123
2.03942	1.06829
2.03744	1.06778
2.02707	1.06708
2.03388	1.06691
2.03753	1.06927
2.03918	1.07082
2.03893	1.07331
2.0294	1.06908
2.02998	1.06682
