# threads 4 processes 2 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.60087	0.0841029
1.58902	0.0863239
1.58825	0.0855203
1.59095	0.0870531
1.59084	0.0883075
1.59022	0.0879567
1.58785	0.0846622
1.58862	0.0856584
1.59784	0.0859154
1.59322	0.0873295
1.59239	0.0897649
1.58619	0.0834129
1.59214	0.0879628
1.59325	0.0891629
1.59163	0.0883358
1.58718	0.0843499
1.59105	0.0875679
1.58925	0.0867116
1.59149	0.089612
1.59405	0.0883868
1.58937	0.0846058
1.59304	0.0888534
1.58918	0.0872133
1.58924	0.0853456
1.59258	0.0876039
1.59315	0.0876717
1.58765	0.0844207
1.59098	0.0878377
1.59025	0.0866093
1.58972	0.0868859
