# threads 2 processes 9 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.633606	0.28821
0.434961	0.0909231
0.428293	0.0836
0.428848	0.0843525
0.42873	0.085792
0.428753	0.0858614
0.429211	0.0866864
0.428162	0.085547
0.429716	0.0866828
0.428709	0.0851197
0.42957	0.0866454
0.434248	0.0908781
0.428419	0.084722
0.430671	0.0872766
0.428159	0.0854063
0.429759	0.0862149
0.427959	0.0843577
0.430965	0.0869713
0.428697	0.0851398
0.428377	0.0856224
0.429418	0.0867402
0.428765	0.0861564
0.430475	0.0878354
0.428062	0.0851877
0.429412	0.0862439
0.428358	0.0855984
0.429466	0.0867455
0.428647	0.0858367
0.429828	0.0869267
0.429529	0.0870254
