# threads 1 processes 4 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.1799	0.689769
0.901284	0.44892
1.17574	0.726144
0.663474	0.213984
1.16731	0.717465
0.661323	0.211771
1.16932	0.719521
0.891897	0.442194
0.663116	0.213601
1.13139	0.659908
1.17762	0.706056
1.00253	0.529593
0.664237	0.192565
1.18148	0.710036
0.66638	0.194516
1.17019	0.698735
0.658232	0.186395
1.17635	0.704658
0.664091	0.192579
0.663815	0.191907
0.664232	0.192136
0.664825	0.192923
0.662485	0.190738
0.662705	0.191135
0.665372	0.193861
0.657301	0.185763
0.661463	0.189912
0.743145	0.266305
0.656093	0.184597
0.657134	0.185513
0.662769	0.190902
0.662734	0.191233
0.659194	0.187603
0.658034	0.186417
0.657601	0.186029
0.664362	0.192638
0.667073	0.195407
0.662297	0.190356
0.665308	0.193632
0.661573	0.190014
0.663454	0.192005
0.663059	0.191596
0.662959	0.191357
0.656486	0.184868
0.656251	0.184434
0.656568	0.182896
0.658713	0.187168
0.658251	0.186664
0.661187	0.189723
0.660436	0.188721
