# threads 1 processes 44 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.35313	1.02858
1.29368	0.968258
1.29478	0.965116
1.30586	0.97795
1.295	0.967285
1.32373	0.99501
1.29782	0.966783
1.29514	0.96686
1.29887	0.971756
1.2946	0.966379
1.29273	0.965265
1.29054	0.96462
1.29249	0.965811
1.29244	0.965656
1.30583	0.978025
1.29456	0.966065
1.29196	0.963971
1.29896	0.972272
1.29484	0.968781
1.29542	0.968107
1.29412	0.967523
1.37388	1.04097
1.29135	0.963949
1.29371	0.964092
1.29517	0.966086
1.29787	0.974001
1.29667	0.969049
1.30188	0.97566
1.29127	0.96497
1.29427	0.969022
1.29439	0.96691
1.29822	0.970095
1.29376	0.966375
1.29321	0.966133
1.29016	0.962491
1.29478	0.966134
1.29336	0.968571
1.29314	0.96646
1.29537	0.967695
1.29737	0.970144
1.29685	0.968893
1.29958	0.970933
1.29327	0.966522
1.29543	0.968009
1.29455	0.965158
1.29957	0.97361
1.29377	0.968467
1.30276	0.974689
1.29214	0.964823
1.3127	0.988791
