# threads 1 processes 2 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
4.11054	1.98962
3.85241	1.73341
3.85408	1.73231
3.85065	1.73085
3.84953	1.72593
3.84721	1.72513
3.84393	1.72316
3.85298	1.73232
3.85274	1.72505
3.84676	1.72766
3.85205	1.72991
3.85743	1.73174
3.84161	1.72178
3.83936	1.72018
3.85133	1.72391
3.85889	1.73209
3.84809	1.72427
3.86341	1.74135
3.84536	1.72554
3.87045	1.74905
3.85326	1.72437
3.84566	1.72438
3.86185	1.74302
3.83947	1.71895
3.84447	1.7257
3.85275	1.7323
3.86461	1.73831
3.85257	1.73058
3.85403	1.73157
3.88448	1.7557
3.85946	1.73981
3.84911	1.72824
3.85056	1.71935
3.84203	1.72086
3.85751	1.73315
3.87417	1.75092
3.84369	1.69831
3.85909	1.7356
3.83722	1.71231
3.8983	1.77193
3.85919	1.71543
3.84505	1.71993
3.84383	1.71885
3.83581	1.71352
3.84213	1.71224
3.85386	1.72314
3.84822	1.72145
3.84205	1.72417
3.84387	1.70906
3.83708	1.71191
