# threads 4 processes 6 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.04785	0.333571
1.03859	0.339469
1.03838	0.337382
1.03491	0.330474
1.03697	0.336922
1.03785	0.338624
1.02555	0.327349
1.03947	0.337098
1.03297	0.332805
1.03329	0.331656
1.03463	0.335095
1.03208	0.334285
1.02602	0.326892
1.03472	0.33689
1.03331	0.335025
1.04105	0.340793
1.03422	0.331591
1.04576	0.33961
1.03563	0.334983
1.0353	0.336424
1.0403	0.339709
1.03528	0.331605
1.03806	0.337974
1.03852	0.338825
1.03846	0.334971
1.04442	0.337811
1.03243	0.333878
1.02726	0.325708
1.0353	0.335595
1.02725	0.32611
